titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Ta Là Người Thu Thuế,Chapter 37,"Thể loại:Action, Adventure, Drama, Fantasy, Manhwa, Shounen, Truyện Màu",Lượt xem:421K,Theo dõi:12K,Tình trạng:Đang tiến hành,"Một ngày, mắt tôi nhìn thấy môt lượng lớn số thuế bị dấu đi. ""Thế giới này thật bẩn thỉu."" Và để thực thi công lý, gã mọt sách Sở Thuế Quốc Gia bắt đầu múa kiếm. Từ những người dân bình thường cho đến các quan chức cấp cao, chủ tịch tập đoàn hay người nắm quyền cao, chức trọng. Không ai có thể thoát khỏi lưỡi kiếm của ta. ""Đối với tôi, chỉ có hai loại người. Một người đóng thuế tận tâm hoặc một người trốn thuế. Bạn là loại người nào?""",//st.nettruyenup.com/data/comics/68/ta-la-nguoi-thu-thue.jpg,https://www.nettruyenup.com/truyen-tranh/ta-la-nguoi-thu-thue-668847
Phò Mã Hôm Nay Cũng Muốn Phản Công,Chapter 14,Tình trạng:Đang tiến hành,Bình luận:87,Ngày cập nhật:5 giờ trước,Lượt xem:114K,"Nữ trưởng công chúa nổi tiếng háo sắc, đối với tiểu nhũ cẩu thuần tình này một trận mãnh công mãnh liệt trêu chọc. Không nghĩ tới thằng nhóc này, còn rất hung dữ! Làm nũng bán manh đùa giỡn lưu manh không gì không làm được, lại đem nàng trêu chọc đến cặn bã cũng không còn!",//st.nettruyenup.com/data/comics/50/pho-ma-hom-nay-cung-muon-phan-cong.jpg,https://www.nettruyenup.com/truyen-tranh/pho-ma-hom-nay-cung-muon-phan-cong-78642
Nếu Không Vâng Lời Công Tước,Chapter 50,Tình trạng:Đang tiến hành,Bình luận:479,Ngày cập nhật:5 giờ trước,Lượt xem:1.898K,"Cuộc hôn nhân thứ ba của Lillie, do cha cô ép buộc. Đối phương là một công tước còn được gọi là quái vật vì anh ta là một kẻ cuồng chiến, nhưng điều đó không quan trọng. Ngay từ đầu, tình cảm của Lillie đã không quan trọng. Tuy nhiên, trái ngược với những lời đồn đại, công tước là một người tốt bụng và chu đáo. Cuộc hôn nhân của Lillie hóa ra còn hơn cả mong đợi.",//st.nettruyenup.com/data/comics/19/neu-khong-vang-loi-cong-tuoc.jpg,https://www.nettruyenup.com/truyen-tranh/neu-khong-vang-loi-cong-tuoc-70675
Thuần Hóa Ba Ba Bạo Quân,Chapter 86,"Thể loại:Cổ Đại, Manhua, Ngôn Tình, Truyện Màu, Xuyên Không",Lượt xem:2.900K,Theo dõi:32K,Tình trạng:Đang tiến hành,"Vì kết cục chết thảm của nam thần yêu thích nhất trong truyện tranh, cô gái nửa đêm oán giận tác giả, kết quả ngoài ý muốn xuyên vào trong sách. Không sợ! Nếu đã đến rồi, vậy thì để ta cứu số phận của nam thần đi. Chỉ là... ai có thể nói với ta, đứa bé mềm mại dễ thương trước mắt này, sao có thể là bạo quân tương lai hại chết nam thần!?",//st.nettruyenup.com/data/comics/83/thuan-hoa-ba-ba-bao-quan.jpg,https://www.nettruyenup.com/truyen-tranh/thuan-hoa-ba-ba-bao-quan-66643
Thần Phi Ngự Thiên Hạ,Chapter 35,Tình trạng:Đang tiến hành,Bình luận:413,Ngày cập nhật:5 giờ trước,Lượt xem:988K,"Cố Lăng Vân là tàn hồn thiên đạo mất đi trí nhớ sau khi bị hãm hại, xuyên qua trên người đích nữ Cố gia trong thế giới mình quản lý —— bị tộc muội đoạt tu vi, địa vị, vị hôn phu thậm chí là kẻ xui xẻo của cha mẹ. Nàng cười lạnh một tiếng, từ nay về sau đi lên con đường đại gia mãn cấp ngược đãi tân thủ thôn. Không chỉ có thiên hàng thần đản ôm đùi gọi mẫu thân, còn kèm theo tặng một mỹ nam bụng đen trà xanh quét ngang Cửu Châu. Cô cau mày: đứa trẻ cô muốn, người đàn ông có thể trả lại? Một người đàn ông từ trong ngực lấy khăn tay ra, che miệng ho ra vài tia máu: ""Nghe nói gần đây người đuổi giết tôi lại nhiều thêm mấy đợt, cầu bảo vệ! ”",//st.nettruyenup.com/data/comics/15/than-phi-ngu-thien-ha.jpg,https://www.nettruyenup.com/truyen-tranh/than-phi-ngu-thien-ha-66575
Tôi Sẽ Chỉ Sống Như Một Nhân Vật Phản Diện,Chapter 69,"Thể loại:Josei, Manhwa, Ngôn Tình, Romance, Shoujo, Truyện Màu",Lượt xem:6.885K,Theo dõi:57K,Tình trạng:Đang tiến hành,"Tôi tái sinh thành một nhân vật phản diện từ một cuốn sách, thậm chí nhân vật đó còn có âm mưu giết người! Nhưng… ""Tôi không phải là những gì tôi muốn làm, vậy nên có nhất thiết để thay đổi nó?"" Tôi đã nghĩ về nó trong một thời gian nhưng sau đó tôi nhận ra rằng hãy ăn uống và sống thoả thích vậy là được. “… Trời lạnh, phải không?” Tôi đã bị đày đến ở một nơi lạnh giá. Vô cùng lạnh. Tôi sắp chết, nhưng tôi chỉ còn một đống củi không cháy hết! Tôi đã triệu hồi Theoharis- con quỷ của ngọn lửa, hãy sống, và… ""Nàng triệu hồi ta đến chỉ để đốt lửa?"" ""Được rồi, chỉ cần nhanh chóng thắp sáng nó."" Con quỷ này đúng là một mối phiền toái vô tận! ""Nàng đã triệu hồi cho tôi. Vì vậy, nàng nên có trách nhiệm với ta ”. ""Chịu trách nhiệm? Tại sao phải là tôi?"" ""Hợp đồng trọn đời."" Này, tôi chỉ muốn đốt lửa thôi! Đây là câu chuyện về một nhân vật phản diện muốn sống yên bình, và ác quỷ Theoharis, người muốn hoàn thành hợp đồng của mình.",//st.nettruyenup.com/data/comics/36/toi-se-chi-song-nhu-mot-nhan-vat-phan-di-4440.jpg,https://www.nettruyenup.com/truyen-tranh/toi-se-chi-song-nhu-mot-nhan-vat-phan-dien-386920
Tôi Đã Giết Hắn,Chapter 35,Tình trạng:Đang tiến hành,Bình luận:232,Ngày cập nhật:6 giờ trước,Lượt xem:117K,"“Mày tốt nhất không được kể lời nào. Nếu mày hé một lời, mày chết”. Kwon Soon-hyang, chủ của tòa nhà đốt ngột giết người thuê. Bảy năm sau, anh ấy bị giết bới một kẻ nào đó ngay trước khi mình đầu hàng. Shin Yeo-ju, một thám tử đã phát hiện ra một âm mưu kì lạ to lớn.",//st.nettruyenup.com/data/comics/123/toi-da-giet-han.jpg,https://www.nettruyenup.com/truyen-tranh/toi-da-giet-han-66939
Trước Khi Vô Địch Ta Nợ Tình Quá Nhiều,Chapter 58,Tình trạng:Đang tiến hành,Bình luận:4.051,Ngày cập nhật:6 giờ trước,Lượt xem:3.355K,"Thánh tôn Lăng Vân Phong cùng đồng bọn tín nhiệm trải qua đấu tranh sống chết cùng nhau khôi phục nền hòa bình. Vừa muốn hưởng thụ một chút không khí hòa bình thì đột nhiên nhớ ra trước khi mình vô địch thiên hạ thì mình còn nợ tình rất nhiều, còn có cả con. Nợ thì đến lúc phải trả, cô độc một mình từ lúc còn trong bụng mẹ không có kinh nghiệm nuôi dưỡng con cái, hãy xem thánh tôn của chung ta tiến vào chiến trường tình yêu, tình thân như thế nào.....",//st.nettruyenup.com/data/comics/190/truoc-khi-vo-dich-ta-no-tinh-qua-nhieu.jpg,https://www.nettruyenup.com/truyen-tranh/truoc-khi-vo-dich-ta-no-tinh-qua-nhieu-71614
Thám Tử Fuuto,Chapter 94,"Thể loại:Action, Adventure, Comedy, Ecchi, Manga, Romance, Supernatural, Tragedy, Trinh Thám",Tình trạng:Đang tiến hành,Bình luận:1.092,Tác giả:RIKU SANJO - MASAKI SATO,"Chắc là có không ít bạn đã xem siêu phẩm Tokusatsu - Kamen Rider W rồi nhỉ :)) Bộ manga này là những gì xảy ra sau đó :)) Hứa hẹn rằng sẽ có nhiều cuộc phá án ngoạn mục, những màn đánh nhau đã mắt, những tràng cười và cả những câu truyện lãng mạn :3 ... Của chàng thám tử ""tuy 2 mà 1""- Double :3",//st.nettruyenup.com/data/comics/149/tham-tu-fuuto.jpg,https://www.nettruyenup.com/truyen-tranh/tham-tu-fuuto-211410
Mở Đầu Nữ Đế Làm Chính Cung,Chapter 52,"Thể loại:Fantasy, Manhua, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:6.878,Tác giả:Hoaroimuaha,"Người Địa Cầu Tiêu Thiên tại sinh tử tồn vong thời khắc, bị Nữ Đế Tử Nhược Yên triệu hoán đến Đại Viêm vương triều trở thành phu quân của nàng, còn được cái ""Mạnh nhất chí tôn hệ thống"", nhưng Tiêu Thiên chỉ muốn làm một cái Nữ Đế chung cực cơm mềm thân vương a! Cho nên hắn quyết đoán cự tuyệt hệ thống, không nghĩ tới cường hệ thống dĩ nhiên họa phong đột biến thành ""Liếm đầu gối chó hệ thống""?! ( ngài là đến từ siêu cao duy độ vị diện sinh vật! )( bản hệ thống chỉ có thể trở thành của ngài nô lệ! )( chủ nhân thỉnh khống chế xuống chính mình, ngài có thể sẽ không cẩn thận đem bản hệ thống gạt bỏ!)",//st.nettruyenup.com/data/comics/235/mo-dau-nu-de-lam-chinh-cung.jpg,https://www.nettruyenup.com/truyen-tranh/mo-dau-nu-de-lam-chinh-cung-77547
"Chồng à, mình ly hôn đi",Chapter 82,"Thể loại:Chuyển Sinh, Cổ Đại, Manhwa, Ngôn Tình, Truyện Màu, Xuyên Không",Lượt xem:219K,Theo dõi:4.082,Tình trạng:Đang tiến hành,"Nữ chính xuyên không vào một vai phụ sẽ phải chết vì bị cuốn vào tội phản nghịch do chồng mình gây ra. Để được sống sót, cô ấy định ly hôn với chồng mình là Claude.. nhưng chồng cô ấy không chịu buông cô ấy. “…chúng ta ly hôn đi” “ ta hoàn toàn không có ý định buông bỏ nàng” Trong cuốn tiểu thuyết, rõ ràng có ghi là người chồng không hề quan tâm đến vợ mình, là một công tước máu lạnh và tàn độc, nhưng vì sao lại từ chối lời đề nghị ly hôn nhỉ? “dù ta có chết cũng không buông nàng ra” Trong khi không thích mình… mà sao trong mắt người đó lại cháy lên ngọn lửa của sự vấn vương vậy? Mua chiếc nhẫn kim cương đắt nhất đế quốc tặng mình để níu mình lại, trao cho mình cả hoa và đá quý… Tôi không muốn cuộc sống hôn nhân này vì dù là trong mơ tôi cũng không muốn phải chết vì bị cuốn vào tội phản nghịch. Tôi muốn sống! nên xin anh hãy ly hôn với tôi đi!",//st.nettruyenup.com/data/comics/2/chong-a-minh-ly-hon-di.jpg,https://www.nettruyenup.com/truyen-tranh/chong-a-minh-ly-hon-di-79362
Yamada To Sensei,Chapter 9,"Thể loại:Manga, Psychological, Romance, School Life",Tình trạng:Đang tiến hành,Bình luận:138,Tác giả:Igarashi Ran,"Yamada, một nữ sinh trung học tốt bụng, vô tình gặp Takahashi, một giáo viên trung học trầm cảm đang nghỉ ngơi trong rừng. Lạc trong thế giới của riêng họ, Yamada giúp Takahashi vượt qua những vấn đề của mình với sự ấm áp...",//st.nettruyenup.com/data/comics/27/yamada-to-sensei.jpg,https://www.nettruyenup.com/truyen-tranh/yamada-to-sensei-78363
Tiểu Manh Bảo Bốn Tuổi Theo Sư Phụ Xuống Núi,Chapter 69,"Thể loại:Cổ Đại, Manhua, Ngôn Tình, Truyện Màu",Lượt xem:3.559K,Theo dõi:34K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/135/tieu-manh-bao-bon-tuoi-theo-su-phu-xuong-7729.jpg,https://www.nettruyenup.com/truyen-tranh/tieu-manh-bao-bon-tuoi-theo-su-phu-xuong-nui-78215
Tôi Trở Thành Nhân Vật Phản Diện Thực Sự,Chapter 19,"Thể loại:Drama, Fantasy, Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:230K,Theo dõi:8.363,Tình trạng:Đang tiến hành,"Seria Stern – Một nhân vật phản diện khiến tất cả mọi người phải run sợ, bị ruồng bỏ bởi cái xã hội khắc nghiệt bỗng thay đổi và trở nên ngoan ngoãn. Nhưng thực tế, linh hồn trong cơ thể của cô ấy là một người khác ”Khoảnh khắc tôi nhận ra mình đang ở trong thân xác của Seria, là kẻ phản diện trong một cuốn tiểu thuyết tình cảm. Tôi đã cố gắng sống hòa hợp với mọi người hơn vì bản thân tôi là người biết rõ tương lai hơn ai hết. ”",//st.nettruyenup.com/data/comics/220/toi-tro-thanh-nhan-vat-phan-dien-thuc-su-7962.jpg,https://www.nettruyenup.com/truyen-tranh/toi-tro-thanh-nhan-vat-phan-dien-thuc-su-78044
Tôi Chán Nản Vì Chồng Thứ Hai Không Chung Thủy,Chapter 4,Tình trạng:Đang tiến hành,Bình luận:31,Ngày cập nhật:6 giờ trước,Lượt xem:18K,,//st.nettruyenup.com/data/comics/72/toi-chan-nan-vi-chong-thu-hai-khong-chun-8532.jpg,https://www.nettruyenup.com/truyen-tranh/toi-chan-nan-vi-chong-thu-hai-khong-chung-thuy-77640
Một Ngày Nọ Cha Bỗng Dưng Xuất Hiện,Chapter 20,"Thể loại:Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:657K,Theo dõi:19K,Tình trạng:Đang tiến hành,"Vào mùa xuân của năm tôi lên 9, một người cha mà tôi thâm chí còn không biết đến sự tồn tại đột ngột xuất hiện. “Ngài đến đây có việc gì thế, công tước? Chúng ta không gặp nhau thì sẽ thoải mái hơn đó” “Thời gian qua không phải đã sống rất thoải mái rồi sao, vậy chẳng phải giờ đã đến lúc sống một cuộc sống không thoải mái rồi nhỉ?” Hóa ra, mẹ tôi thực sự là con gái của một tên bạo chúa. Và cha tôi là công tước đã lật đổ tên bạo chúa đó. “Ôi, công tước Chelsiers vĩ đại và vô cùng bận rộn ơi. Có phải ngài đến tìm tôi chỉ để làm tôi cảm thấy khó chịu hơn không?” “Có gì lạ khi một người chồng đến tìm vợ mình chứ?” “Thì ra chúng ta vẫn có mối quan hệ đó ư? À tôi quên mất, vậy thì hãy ly hôn đi” …Có ai có thể cho tôi biết chuyện gì đang xảy ra với hai người này không?? *** “Ta ưướcta có thể ôm con lúc nhỏ” Đó là một tiếng thì thầm trầm thấp chứa đầy sự pha trộn của cảm xúc êm dịu, ấm áp và buồn bã. Tôi do dự một chút trước khi thú nhận. “Trước đây con thường làm mẹ khó chịu. Nếu con gặp cha sớm hơn, có thể cha sẽ ghét con.” Cha bật cười khi nghe tôi nói. Mặc dù đó là lời nói thật lòng. Sau một hồi cười dài, cha nhìn tôi với một nụ cười buồn trên môi. “Nếu chúng ta gặp nhau sớm hơn, con sẽ gọi ta là cha nhiều hơn. Vậy là đã đủ với ta rồi”",//st.nettruyenup.com/data/comics/37/mot-ngay-no-cha-bong-dung-xuat-hien.jpg,https://www.nettruyenup.com/truyen-tranh/mot-ngay-no-cha-bong-dung-xuat-hien-76837
Người không mời mà đến,Chapter 63,"Thể loại:Cổ Đại, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:218K,Theo dõi:5.635,Tình trạng:Đang tiến hành,"Hayden Grummond Fildette, con trai duy nhất của Bá tước và Nữ bá tước Fildette, là người thừa kế hoàn hảo và là mỏ neo đáng yêu, người đã gìn giữ gia đình của mình. Nhưng những ngày yên bình kết thúc khi một vị khách không mời mà đến từ quá khứ của cha cậu, đe dọa vị trí của Hayden với một người anh em cùng cha khác mẹ và làm xáo trộn mối quan hệ bấp bênh của cha mẹ cậu. Liệu anh ta và gia đình có thể chịu đựng được cơn bão của những sự thật và hiểu lầm khó chịu, hay chìm trong những xung đột dữ dội?",//st.nettruyenup.com/data/comics/142/nguoi-khong-moi-ma-den.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-khong-moi-ma-den-72590
Ta ở nhà 100 năm khi ra ngoài đã vô địch,Chapter 58,"Thể loại:Action, Manhua, Truyện Màu",Lượt xem:5.424K,Theo dõi:74K,Tình trạng:Đang tiến hành,"Rõ ràng xuyên qua thành huyền huyễn thế giới cường đại thế gia thiếu gia, lại bị phạt ra tổ trạch, ở đến vắng vẻ tiểu viện!? Sở Huyền Nhất điểm đều không thèm để ý, ta thế nhưng là có càng trạch càng mạnh hệ thống! Chỉ cần ta đầy đủ trạch! Ta liền có thể đủ mạnh! Đinh ~ Trạch một ngày, ban thưởng Kim Cương Bất Hoại thần công...... Đinh ~ Trạch một năm, thưởng ban thưởng Ngọc Hư Tiên Kinh + Trăm năm tu vi...... Đinh ~ Trạch mười năm, ...... Ai cũng đừng nghĩ để cho ta sở huyền đi ra ngoài, ta liền muốn ở nhà trạch lấy!",//st.nettruyenup.com/data/comics/244/ta-o-nha-100-nam-khi-ra-ngoai-da-vo-dich-2579.jpg,https://www.nettruyenup.com/truyen-tranh/ta-o-nha-100-nam-khi-ra-ngoai-da-vo-dich-72436
